STATE,COUNTY,Annual Avg Violent Crimes,"Reported Violent Crimes per 100,000 Population",Z-Score
Alabama,Autauga,149,272,-0.63
Alabama,Baldwin,408,204,-1
Alabama,Barbour,106,414,0.12
Alabama,Bibb,20,89,-1.6
Alabama,Blount,279,483,0.48
Alabama,Bullock,33,311,-0.43
Alabama,Butler,117,582,1.01
Alabama,Calhoun,871,756,1.93
Alabama,Chambers,181,529,0.73
Alabama,Cherokee,86,330,-0.32
Alabama,Chilton,223,508,0.62
Alabama,Choctaw,17,128,-1.39
Alabama,Clarke,116,475,0.44
Alabama,Clay,42,309,-0.44
Alabama,Cleburne,16,103,-1.53
Alabama,Coffee,142,276,-0.61
Alabama,Colbert,218,400,0.05
Alabama,Conecuh,48,387,-0.02
Alabama,Coosa,27,255,-0.72
Alabama,Covington,125,331,-0.32
Alabama,Crenshaw,45,332,-0.32
Alabama,Cullman,106,129,-1.39
Alabama,Dale,214,437,0.24
Alabama,Dallas,380,925,2.83
Alabama,DeKalb,196,312,-0.42
Alabama,Elmore,195,239,-0.81
Alabama,Escambia,169,446,0.29
Alabama,Etowah,619,604,1.13
Alabama,Fayette,,,0
Alabama,Franklin,83,264,-0.67
Alabama,Geneva,111,414,0.12
Alabama,Greene,55,669,1.47
Alabama,Hale,29,209,-0.97
Alabama,Henry,34,197,-1.03
Alabama,Houston,508,488,0.51
Alabama,Jackson,163,317,-0.39
Alabama,Jefferson,"5,623",873,2.55
Alabama,Lamar,23,162,-1.22
Alabama,Lauderdale,248,269,-0.65
Alabama,Lawrence,84,260,-0.69
Alabama,Lee,652,416,0.13
Alabama,Limestone,147,160,-1.23
Alabama,Lowndes,56,671,1.48
Alabama,Macon,138,734,1.82
Alabama,Madison,"2,155",611,1.16
Alabama,Marengo,88,449,0.31
Alabama,Marion,89,296,-0.51
Alabama,Marshall,272,286,-0.56
Alabama,Mobile,"2,273",548,0.83
Alabama,Monroe,105,492,0.54
Alabama,Montgomery,"1,200",532,0.74
Alabama,Morgan,216,181,-1.12
Alabama,Perry,22,381,-0.05
Alabama,Pickens,35,166,-1.19
Alabama,Pike,188,564,0.92
Alabama,Randolph,45,196,-1.03
Alabama,Russell,306,505,0.6
Alabama,Shelby,419,264,-0.68
Alabama,St. Clair,261,299,-0.49
Alabama,Sumter,57,435,0.23
Alabama,Talladega,378,469,0.41
Alabama,Tallapoosa,258,639,1.31
Alabama,Tuscaloosa,819,402,0.05
Alabama,Walker,292,450,0.31
Alabama,Washington,41,243,-0.79
Alabama,Wilcox,72,645,1.34
Alabama,Winston,24,107,-1.51
Arizona,Apache,79,109,-1.16
Arizona,Cochise,366,333,0.39
Arizona,Coconino,498,357,0.55
Arizona,Gila,303,574,2.05
Arizona,Graham,36,109,-1.16
Arizona,Greenlee,4,41,-1.63
Arizona,La Paz,50,264,-0.09
Arizona,Maricopa,"17,044",409,0.91
Arizona,Mohave,445,221,-0.39
Arizona,Navajo,304,281,0.02
Arizona,Pima,"4,761",470,1.33
Arizona,Pinal,884,221,-0.39
Arizona,Santa Cruz,66,140,-0.95
Arizona,Yavapai,527,300,0.15
Arizona,Yuma,678,330,0.37
Arkansas,Arkansas,88,473,0.29
Arkansas,Ashley,67,321,-0.32
Arkansas,Baxter,75,182,-0.87
Arkansas,Benton,662,275,-0.5
Arkansas,Boone,206,551,0.61
Arkansas,Bradley,29,261,-0.55
Arkansas,Calhoun,11,211,-0.76
Arkansas,Carroll,94,337,-0.25
Arkansas,Chicot,41,367,-0.13
Arkansas,Clark,75,329,-0.28
Arkansas,Clay,33,221,-0.72
Arkansas,Cleburne,94,367,-0.13
Arkansas,Cleveland,8,95,-1.22
Arkansas,Columbia,76,317,-0.33
Arkansas,Conway,45,211,-0.76
Arkansas,Craighead,450,431,0.13
Arkansas,Crawford,234,380,-0.08
Arkansas,Crittenden,624,"1,274",3.5
Arkansas,Cross,115,664,1.06
Arkansas,Dallas,46,597,0.79
Arkansas,Desha,62,730,1.32
Arkansas,Drew,68,362,-0.15
Arkansas,Faulkner,441,361,-0.15
Arkansas,Franklin,76,427,0.11
Arkansas,Fulton,23,184,-0.87
Arkansas,Garland,512,645,0.98
Arkansas,Grant,46,254,-0.58
Arkansas,Greene,167,379,-0.08
Arkansas,Hempstead,140,628,0.92
Arkansas,Hot Spring,77,230,-0.68
Arkansas,Howard,21,154,-0.99
Arkansas,Independence,184,496,0.39
Arkansas,Izard,30,221,-0.72
Arkansas,Jackson,120,692,1.17
Arkansas,Jefferson,719,"1,009",2.44
Arkansas,Johnson,64,244,-0.63
Arkansas,Lafayette,13,178,-0.89
Arkansas,Lawrence,38,227,-0.69
Arkansas,Lee,29,294,-0.43
Arkansas,Lincoln,22,155,-0.98
Arkansas,Little River,18,144,-1.02
Arkansas,Logan,82,380,-0.08
Arkansas,Lonoke,244,340,-0.24
Arkansas,Madison,30,188,-0.85
Arkansas,Marion,56,342,-0.23
Arkansas,Miller,235,537,0.55
Arkansas,Mississippi,432,987,2.35
Arkansas,Monroe,28,371,-0.12
Arkansas,Montgomery,20,219,-0.73
Arkansas,Nevada,17,194,-0.82
Arkansas,Newton,25,316,-0.34
Arkansas,Ouachita,113,620,0.88
Arkansas,Perry,53,519,0.48
Arkansas,Phillips,146,"1,192",3
Arkansas,Pike,16,142,-1.03
Arkansas,Poinsett,79,348,-0.21
Arkansas,Polk,60,297,-0.41
Arkansas,Pope,235,372,-0.11
Arkansas,Prairie,14,170,-0.92
Arkansas,Pulaski,"4,170","1,060",2.64
Arkansas,Randolph,52,295,-0.42
Arkansas,Saline,415,352,-0.19
Arkansas,Scott,33,318,-0.33
Arkansas,Searcy,10,127,-1.09
Arkansas,Sebastian,808,636,0.94
Arkansas,Sevier,38,216,-0.74
Arkansas,Sharp,,,0
Arkansas,St. Francis,204,777,1.51
Arkansas,Stone,30,239,-0.64
Arkansas,Union,234,583,0.73
Arkansas,Van Buren,47,278,-0.49
Arkansas,Washington,700,455,0.22
Arkansas,White,189,344,-0.22
Arkansas,Woodruff,11,161,-0.96
Arkansas,Yell,73,334,-0.26
California,Alameda,"10,242",629,1.39
California,Alpine,5,442,0.15
California,Amador,87,237,-1.23
California,Butte,734,327,-0.63
California,Calaveras,146,327,-0.62
California,Colusa,43,201,-1.47
California,Contra Costa,"3,773",336,-0.57
California,Del Norte,167,609,1.26
California,El Dorado,399,218,-1.36
California,Fresno,"5,264",542,0.81
California,Glenn,114,408,-0.08
California,Humboldt,584,432,0.08
California,Imperial,630,366,-0.36
California,Inyo,110,600,1.2
California,Kern,"4,797",545,0.83
California,Kings,668,443,0.15
California,Lake,343,535,0.77
California,Lassen,183,587,1.11
California,Los Angeles,"49,549",488,0.45
California,Madera,956,620,1.33
California,Marin,465,178,-1.62
California,Mariposa,76,431,0.07
California,Mendocino,559,640,1.47
California,Merced,"1,487",555,0.9
California,Modoc,45,505,0.56
California,Mono,37,262,-1.06
California,Monterey,"1,828",421,0
California,Napa,566,398,-0.15
California,Nevada,260,264,-1.05
California,Orange,"6,766",214,-1.38
California,Placer,609,162,-1.73
California,Plumas,106,575,1.03
California,Riverside,"6,854",291,-0.86
California,Sacramento,"7,593",508,0.59
California,San Benito,176,299,-0.81
California,San Bernardino,"9,375",442,0.14
California,San Diego,"10,772",328,-0.62
California,San Francisco,"6,546",760,2.27
California,San Joaquin,"5,676",787,2.45
California,San Luis Obispo,"1,146",408,-0.08
California,San Mateo,"1,598",209,-1.41
California,Santa Barbara,"1,411",318,-0.69
California,Santa Clara,"5,050",264,-1.05
California,Santa Cruz,"1,120",410,-0.07
California,Shasta,"1,304",726,2.04
California,Sierra,13,422,0.01
California,Siskiyou,149,344,-0.51
California,Solano,"2,066",476,0.37
California,Sonoma,"1,845",368,-0.35
California,Stanislaus,"3,096",578,1.05
California,Sutter,338,352,-0.46
California,Tehama,341,540,0.8
California,Trinity,50,380,-0.27
California,Tulare,"1,756",382,-0.26
California,Tuolumne,169,316,-0.7
California,Ventura,"2,042",240,-1.2
California,Yolo,698,332,-0.59
California,Yuba,307,414,-0.05
Colorado,Adams,"1,825",372,1.31
Colorado,Alamosa,,,0
Colorado,Arapahoe,"2,082",330,1
Colorado,Archuleta,24,190,-0.03
Colorado,Baca,4,96,-0.72
Colorado,Bent,8,133,-0.45
Colorado,Boulder,698,242,0.35
Colorado,Broomfield,33,51,-1.06
Colorado,Chaffee,12,61,-0.98
Colorado,Cheyenne,2,80,-0.84
Colorado,Clear Creek,51,563,2.72
Colorado,Conejos,4,45,-1.1
Colorado,Costilla,8,226,0.24
Colorado,Crowley,4,65,-0.95
Colorado,Custer,6,125,-0.51
Colorado,Delta,23,84,-0.81
Colorado,Denver,"4,309",631,3.22
Colorado,Dolores,4,175,-0.14
Colorado,Douglas,365,114,-0.59
Colorado,Eagle,77,144,-0.37
Colorado,El Paso,"2,697",400,1.51
Colorado,Elbert,1,4,-1.4
Colorado,Fremont,105,225,0.23
Colorado,Garfield,110,189,-0.04
Colorado,Gilpin,16,286,0.68
Colorado,Grand,11,81,-0.84
Colorado,Gunnison,29,179,-0.11
Colorado,Hinsdale,2,255,NR
Colorado,Huerfano,25,409,1.58
Colorado,Jackson,0,0,NR
Colorado,Jefferson,"1,434",254,0.44
Colorado,Kiowa,,,0
Colorado,Kit Carson,16,206,0.09
Colorado,La Plata,96,175,-0.15
Colorado,Lake,15,202,0.05
Colorado,Larimer,666,201,0.05
Colorado,Las Animas,21,147,-0.35
Colorado,Lincoln,6,100,-0.7
Colorado,Logan,67,301,0.79
Colorado,Mesa,516,348,1.13
Colorado,Mineral,1,137,NR
Colorado,Moffat,21,159,-0.26
Colorado,Montezuma,42,159,-0.26
Colorado,Montrose,53,134,-0.44
Colorado,Morgan,56,203,0.06
Colorado,Otero,29,158,-0.27
Colorado,Ouray,3,82,-0.83
Colorado,Park,18,112,-0.6
Colorado,Phillips,7,161,-0.24
Colorado,Pitkin,11,62,-0.98
Colorado,Prowers,7,57,-1.01
Colorado,Pueblo,"1,031",630,3.21
Colorado,Rio Blanco,7,97,-0.72
Colorado,Rio Grande,23,201,0.05
Colorado,Routt,38,159,-0.26
Colorado,Saguache,11,176,-0.14
Colorado,San Juan,1,72,NR
Colorado,San Miguel,9,114,-0.59
Colorado,Sedgwick,8,338,1.06
Colorado,Summit,53,176,-0.13
Colorado,Teller,57,242,0.35
Colorado,Washington,7,134,-0.44
Colorado,Weld,772,273,0.58
Colorado,Yuma,1,5,-1.4
Connecticut,Fairfield,"2,219",238,0.17
Connecticut,Hartford,"2,361",270,0.51
Connecticut,Litchfield,122,106,-1.25
Connecticut,Middlesex,117,110,-1.21
Connecticut,New Haven,"2,650",329,1.13
Connecticut,New London,432,283,0.65
Connecticut,Tolland,,,0
Connecticut,Windham,,,0
Delaware,Kent,777,448,-0.27
Delaware,New Castle,"3,067",551,1.11
Delaware,Sussex,870,406,-0.84
District of Columbia,District of Columbia,"8,218","1,226",
Florida,Alachua,"1,455",561,0.82
Florida,Baker,128,466,0.33
Florida,Bay,901,497,0.49
Florida,Bradford,120,454,0.27
Florida,Brevard,"2,807",496,0.49
Florida,Broward,"7,570",398,-0.02
Florida,Calhoun,25,174,-1.16
Florida,Charlotte,343,200,-1.03
Florida,Citrus,412,296,-0.53
Florida,Clay,545,268,-0.68
Florida,Collier,931,261,-0.71
Florida,Columbia,390,571,0.87
Florida,DeSoto,155,441,0.2
Florida,Dixie,76,499,0.5
Florida,Duval,"5,961",654,1.3
Florida,Escambia,"2,060",660,1.32
Florida,Flagler,254,243,-0.81
Florida,Franklin,32,268,-0.68
Florida,Gadsden,151,361,-0.2
Florida,Gilchrist,55,323,-0.4
Florida,Glades,32,234,-0.86
Florida,Gulf,63,392,-0.04
Florida,Hamilton,48,332,-0.35
Florida,Hardee,75,269,-0.67
Florida,Hendry,215,560,0.81
Florida,Hernando,459,258,-0.73
Florida,Highlands,301,318,-0.42
Florida,Hillsborough,"4,195",312,-0.46
Florida,Holmes,61,335,-0.34
Florida,Indian River,376,255,-0.75
Florida,Jackson,166,360,-0.21
Florida,Jefferson,123,874,2.42
Florida,Lafayette,18,199,-1.03
Florida,Lake,952,306,-0.48
Florida,Lee,"2,432",348,-0.27
Florida,Leon,"2,123",739,1.73
Florida,Levy,420,"1,076",3.46
Florida,Liberty,5,54,-1.78
Florida,Madison,162,872,2.41
Florida,Manatee,"1,874",519,0.6
Florida,Marion,"1,296",377,-0.12
Florida,Martin,375,240,-0.82
Florida,Miami-Dade,"16,263",602,1.03
Florida,Monroe,337,431,0.16
Florida,Nassau,130,166,-1.2
Florida,Okaloosa,790,395,-0.03
Florida,Okeechobee,154,390,-0.05
Florida,Orange,"8,345",648,1.26
Florida,Osceola,"1,374",426,0.13
Florida,Palm Beach,"6,420",452,0.26
Florida,Pasco,"1,502",304,-0.49
Florida,Pinellas,"4,412",465,0.33
Florida,Polk,"2,204",341,-0.31
Florida,Putnam,388,537,0.7
Florida,Santa Rosa,244,145,-1.31
Florida,Sarasota,965,239,-0.83
Florida,Seminole,"1,603",357,-0.22
Florida,St. Johns,509,225,-0.9
Florida,St. Lucie,888,299,-0.52
Florida,Sumter,250,212,-0.96
Florida,Suwannee,228,514,0.58
Florida,Taylor,209,916,2.64
Florida,Union,42,273,-0.65
Florida,Volusia,"2,201",428,0.14
Florida,Wakulla,69,219,-0.93
Florida,Walton,230,362,-0.2
Florida,Washington,47,190,-1.08
Georgia,Appling,70,379,0.28
Georgia,Atkinson,,,0
Georgia,Bacon,,,0
Georgia,Baker,,,0
Georgia,Baldwin,316,689,1.71
Georgia,Banks,36,195,-0.58
Georgia,Barrow,370,497,0.82
Georgia,Bartow,477,468,0.69
Georgia,Ben Hill,63,361,0.19
Georgia,Berrien,43,224,-0.44
Georgia,Bibb,767,501,0.84
Georgia,Bleckley,44,355,0.16
Georgia,Brantley,37,199,-0.56
Georgia,Brooks,78,527,0.96
Georgia,Bryan,91,258,-0.28
Georgia,Bulloch,133,185,-0.62
Georgia,Burke,140,620,1.39
Georgia,Butts,72,305,-0.07
Georgia,Calhoun,93,"1,499",3
Georgia,Camden,136,320,0
Georgia,Candler,,,0
Georgia,Carroll,356,311,-0.04
Georgia,Catoosa,172,260,-0.27
Georgia,Charlton,25,189,-0.6
Georgia,Chatham,"1,285",448,0.6
Georgia,Chattahoochee,0,0,-1.48
Georgia,Chattooga,34,136,-0.85
Georgia,Cherokee,218,93,-1.05
Georgia,Clarke,502,405,0.4
Georgia,Clay,4,200,-0.55
Georgia,Clayton,"1,716",632,1.45
Georgia,Clinch,33,473,0.71
Georgia,Cobb,"1,962",266,-0.25
Georgia,Coffee,118,325,0.03
Georgia,Colquitt,,,0
Georgia,Columbia,74,52,-1.24
Georgia,Cook,49,302,-0.08
Georgia,Coweta,320,232,-0.4
Georgia,Crawford,18,153,-0.77
Georgia,Crisp,67,288,-0.14
Georgia,Dade,55,333,0.06
Georgia,Dawson,23,97,-1.03
Georgia,Decatur,184,679,1.66
Georgia,DeKalb,"4,717",644,1.51
Georgia,Dodge,74,377,0.27
Georgia,Dooly,19,155,-0.76
Georgia,Dougherty,863,941,2.88
Georgia,Douglas,429,306,-0.06
Georgia,Early,81,777,2.12
Georgia,Echols,4,86,-1.08
Georgia,Effingham,67,118,-0.93
Georgia,Elbert,70,359,0.18
Georgia,Emanuel,82,371,0.24
Georgia,Evans,17,160,-0.74
Georgia,Fannin,30,124,-0.9
Georgia,Fayette,81,73,-1.14
Georgia,Floyd,326,338,0.09
Georgia,Forsyth,117,55,-1.22
Georgia,Franklin,30,145,-0.81
Georgia,Fulton,"7,747",763,2.06
Georgia,Gilmer,79,271,-0.22
Georgia,Glascock,3,91,-1.06
Georgia,Glynn,399,479,0.74
Georgia,Gordon,154,274,-0.21
Georgia,Grady,49,194,-0.58
Georgia,Greene,42,252,-0.31
Georgia,Gwinnett,"1,980",221,-0.45
Georgia,Habersham,80,181,-0.64
Georgia,Hall,611,316,-0.02
Georgia,Hancock,28,334,0.07
Georgia,Haralson,184,640,1.49
Georgia,Harris,41,124,-0.91
Georgia,Hart,87,347,0.13
Georgia,Heard,23,196,-0.57
Georgia,Henry,381,176,-0.66
Georgia,Houston,546,362,0.2
Georgia,Irwin,24,258,-0.28
Georgia,Jackson,135,222,-0.45
Georgia,Jasper,51,412,0.43
Georgia,Jeff Davis,52,348,0.13
Georgia,Jefferson,80,508,0.88
Georgia,Jenkins,,,0
Georgia,Johnson,35,374,0.25
Georgia,Jones,28,99,-1.02
Georgia,Lamar,88,496,0.82
Georgia,Lanier,40,383,0.3
Georgia,Laurens,163,359,0.18
Georgia,Lee,46,175,-0.67
Georgia,Liberty,304,478,0.74
Georgia,Lincoln,32,418,0.46
Georgia,Long,17,95,-1.04
Georgia,Lowndes,319,280,-0.18
Georgia,Lumpkin,13,41,-1.29
Georgia,Macon,41,311,-0.04
Georgia,Madison,53,191,-0.59
Georgia,Marion,5,57,-1.21
Georgia,McDuffie,28,154,-0.77
Georgia,McIntosh,18,138,-0.84
Georgia,Meriwether,65,321,0.01
Georgia,Miller,11,188,-0.61
Georgia,Mitchell,59,262,-0.26
Georgia,Monroe,49,178,-0.65
Georgia,Montgomery,,,0
Georgia,Morgan,30,176,-0.66
Georgia,Murray,177,448,0.59
Georgia,Muscogee,"1,160",567,1.15
Georgia,Newton,416,396,0.36
Georgia,Oconee,41,114,-0.95
Georgia,Oglethorpe,53,358,0.18
Georgia,Paulding,217,143,-0.82
Georgia,Peach,138,515,0.91
Georgia,Pickens,63,226,-0.43
Georgia,Pierce,62,325,0.03
Georgia,Pike,17,93,-1.05
Georgia,Polk,235,569,1.16
Georgia,Pulaski,55,632,1.45
Georgia,Putnam,91,422,0.48
Georgia,Quitman,4,152,-0.77
Georgia,Rabun,21,126,-0.9
Georgia,Randolph,18,253,-0.31
Georgia,Richmond,865,429,0.51
Georgia,Rockdale,266,300,-0.09
Georgia,Schley,8,155,-0.76
Georgia,Screven,46,342,0.1
Georgia,Seminole,23,261,-0.27
Georgia,Spalding,374,585,1.23
Georgia,Stephens,71,276,-0.2
Georgia,Stewart,1,23,-1.37
Georgia,Sumter,212,696,1.75
Georgia,Talbot,6,90,-1.06
Georgia,Taliaferro,2,178,-0.65
Georgia,Tattnall,25,105,-0.99
Georgia,Taylor,15,174,-0.67
Georgia,Telfair,20,192,-0.59
Georgia,Terrell,34,378,0.27
Georgia,Thomas,116,264,-0.25
Georgia,Tift,230,565,1.14
Georgia,Toombs,81,425,0.49
Georgia,Towns,36,320,0
Georgia,Treutlen,5,122,-0.91
Georgia,Troup,233,332,0.06
Georgia,Turner,101,"1,307",3
Georgia,Twiggs,19,222,-0.45
Georgia,Union,37,165,-0.71
Georgia,Upson,101,381,0.29
Georgia,Walker,378,556,1.09
Georgia,Walton,266,302,-0.08
Georgia,Ware,177,500,0.84
Georgia,Warren,10,278,-0.19
Georgia,Washington,54,264,-0.25
Georgia,Wayne,176,591,1.26
Georgia,Webster,4,131,-0.87
Georgia,Wheeler,4,50,-1.25
Georgia,White,49,173,-0.68
Georgia,Whitfield,270,263,-0.26
Georgia,Wilcox,22,258,-0.29
Georgia,Wilkes,30,308,-0.05
Georgia,Wilkinson,14,179,-0.65
Georgia,Worth,88,419,0.46
Hawaii,Hawaii,462,237,-0.48
Hawaii,Honolulu,"2,366",238,-0.47
Hawaii,Kalawao,,,NR
Hawaii,Kauai,169,235,-0.55
Hawaii,Maui,480,293,1.5
Idaho,Ada,"1,005",231,0.76
Idaho,Adams,5,117,-0.63
Idaho,Bannock,214,254,1.06
Idaho,Bear Lake,11,176,0.09
Idaho,Benewah,22,272,1.28
Idaho,Bingham,74,163,-0.07
Idaho,Blaine,38,173,0.06
Idaho,Boise,11,164,-0.06
Idaho,Bonner,69,166,-0.04
Idaho,Bonneville,303,274,1.3
Idaho,Boundary,11,94,-0.92
Idaho,Butte,4,139,-0.37
Idaho,Camas,0,0,NR
Idaho,Canyon,547,263,1.17
Idaho,Caribou,4,59,-1.35
Idaho,Cassia,45,188,0.24
Idaho,Clark,2,233,NR
Idaho,Clearwater,21,239,0.87
Idaho,Custer,3,60,-1.34
Idaho,Elmore,47,181,0.15
Idaho,Franklin,5,38,-1.61
Idaho,Fremont,11,82,-1.07
Idaho,Gem,31,183,0.18
Idaho,Gooding,24,158,-0.13
Idaho,Idaho,22,135,-0.41
Idaho,Jefferson,14,51,-1.45
Idaho,Jerome,64,278,1.35
Idaho,Kootenai,384,255,1.07
Idaho,Latah,41,105,-0.78
Idaho,Lemhi,14,175,0.08
Idaho,Lewis,5,129,-0.49
Idaho,Lincoln,10,177,0.1
Idaho,Madison,21,54,-1.42
Idaho,Minidoka,35,168,-0.01
Idaho,Nez Perce,59,145,-0.29
Idaho,Oneida,3,70,-1.22
Idaho,Owyhee,21,183,0.18
Idaho,Payette,51,220,0.64
Idaho,Power,9,110,-0.72
Idaho,Shoshone,50,396,2.81
Idaho,Teton,9,85,-1.03
Idaho,Twin Falls,200,242,0.91
Idaho,Valley,33,327,1.96
Idaho,Washington,10,100,-0.84
Illinois,Adams,229,346,0.54
Illinois,Alexander,92,"1,316",3
Illinois,Bond,7,39,-0.98
Illinois,Boone,92,171,-0.33
Illinois,Brown,7,134,-0.51
Illinois,Bureau,42,132,-0.52
Illinois,Calhoun,,,0
Illinois,Carroll,6,47,-0.94
Illinois,Cass,67,518,1.39
Illinois,Champaign,"1,007",487,1.24
Illinois,Christian,50,185,-0.26
Illinois,Clark,24,189,-0.24
Illinois,Clay,8,60,-0.88
Illinois,Clinton,51,146,-0.45
Illinois,Coles,147,278,0.2
Illinois,Cook,"31,925",620,1.89
Illinois,Crawford,42,289,0.25
Illinois,Cumberland,13,115,-0.6
Illinois,De Witt,27,188,-0.24
Illinois,DeKalb,283,276,0.19
Illinois,Douglas,36,223,-0.07
Illinois,DuPage,827,89,-0.74
Illinois,Edgar,48,294,0.28
Illinois,Edwards,,,0
Illinois,Effingham,61,181,-0.28
Illinois,Fayette,28,135,-0.5
Illinois,Ford,34,252,0.07
Illinois,Franklin,57,160,-0.38
Illinois,Fulton,36,115,-0.6
Illinois,Gallatin,8,180,-0.28
Illinois,Greene,27,203,-0.17
Illinois,Grundy,50,101,-0.67
Illinois,Hamilton,3,55,-0.9
Illinois,Hancock,10,76,-0.8
Illinois,Hardin,9,207,-0.15
Illinois,Henderson,,,0
Illinois,Henry,58,130,-0.53
Illinois,Iroquois,36,136,-0.5
Illinois,Jackson,246,419,0.9
Illinois,Jasper,,,0
Illinois,Jefferson,231,603,1.81
Illinois,Jersey,30,132,-0.52
Illinois,Jo Daviess,29,131,-0.52
Illinois,Johnson,31,262,0.12
Illinois,Kane,857,166,-0.35
Illinois,Kankakee,310,318,0.4
Illinois,Kendall,128,104,-0.66
Illinois,Knox,156,355,0.58
Illinois,Lake,"1,057",154,-0.41
Illinois,LaSalle,134,125,-0.56
Illinois,Lawrence,15,107,-0.64
Illinois,Lee,48,142,-0.47
Illinois,Livingston,68,184,-0.26
Illinois,Logan,65,233,-0.02
Illinois,Macon,417,390,0.75
Illinois,Macoupin,75,170,-0.33
Illinois,Madison,581,249,0.06
Illinois,Marion,128,347,0.54
Illinois,Marshall,18,161,-0.38
Illinois,Mason,36,364,0.63
Illinois,Massac,47,318,0.4
Illinois,McDonough,82,257,0.1
Illinois,McHenry,288,96,-0.7
Illinois,McLean,497,287,0.25
Illinois,Menard,10,84,-0.76
Illinois,Mercer,15,96,-0.7
Illinois,Monroe,11,31,-1.02
Illinois,Montgomery,37,132,-0.52
Illinois,Morgan,56,169,-0.34
Illinois,Moultrie,,,0
Illinois,Ogle,29,71,-0.82
Illinois,Peoria,979,524,1.42
Illinois,Perry,28,131,-0.52
Illinois,Piatt,25,167,-0.35
Illinois,Pike,15,94,-0.71
Illinois,Pope,,,0
Illinois,Pulaski,17,351,0.56
Illinois,Putnam,1,12,-1.12
Illinois,Randolph,30,97,-0.69
Illinois,Richland,54,334,0.48
Illinois,Rock Island,505,347,0.54
Illinois,Saline,80,346,0.54
Illinois,Sangamon,"1,567",815,2.86
Illinois,Schuyler,10,140,-0.48
Illinois,Scott,1,28,-1.04
Illinois,Shelby,9,52,-0.92
Illinois,St. Clair,"1,590",615,1.87
Illinois,Stark,2,41,-0.97
Illinois,Stephenson,56,128,-0.54
Illinois,Tazewell,309,241,0.02
Illinois,Union,35,212,-0.12
Illinois,Vermilion,549,705,2.32
Illinois,Wabash,18,157,-0.4
Illinois,Warren,41,231,-0.03
Illinois,Washington,46,332,0.47
Illinois,Wayne,44,283,0.23
Illinois,White,24,278,0.2
Illinois,Whiteside,106,191,-0.23
Illinois,Will,"1,104",163,-0.37
Illinois,Williamson,40,63,-0.86
Illinois,Winnebago,"2,523",887,3.22
Illinois,Woodford,25,73,-0.81
Indiana,Adams,,,0
Indiana,Allen,"1,088",296,0.45
Indiana,Bartholomew,78,96,-0.55
Indiana,Benton,,,0
Indiana,Blackford,6,49,-0.78
Indiana,Boone,63,187,-0.09
Indiana,Brown,28,187,-0.09
Indiana,Carroll,,,0
Indiana,Cass,27,70,-0.67
Indiana,Clark,409,356,0.75
Indiana,Clay,,,0
Indiana,Clinton,35,107,-0.49
Indiana,Crawford,25,238,0.16
Indiana,Daviess,53,161,-0.22
Indiana,Dearborn,,,0
Indiana,Decatur,,,0
Indiana,DeKalb,38,117,-0.44
Indiana,Delaware,317,271,0.33
Indiana,Dubois,85,395,0.95
Indiana,Elkhart,720,357,0.76
Indiana,Fayette,,,0
Indiana,Floyd,98,132,-0.36
Indiana,Fountain,,,0
Indiana,Franklin,8,36,-0.84
Indiana,Fulton,7,49,-0.78
Indiana,Gibson,26,115,-0.45
Indiana,Grant,160,234,0.14
Indiana,Greene,12,39,-0.83
Indiana,Hamilton,71,33,-0.86
Indiana,Hancock,86,118,-0.44
Indiana,Harrison,32,82,-0.62
Indiana,Hendricks,279,176,-0.15
Indiana,Henry,5,16,-0.94
Indiana,Howard,352,431,1.13
Indiana,Huntington,6,33,-0.86
Indiana,Jackson,98,223,0.09
Indiana,Jasper,,,0
Indiana,Jay,19,100,-0.53
Indiana,Jefferson,,,0
Indiana,Jennings,73,261,0.28
Indiana,Johnson,421,284,0.39
Indiana,Knox,38,109,-0.48
Indiana,Kosciusko,121,159,-0.23
Indiana,LaGrange,40,103,-0.51
Indiana,Lake,"1,808",395,0.95
Indiana,LaPorte,324,302,0.48
Indiana,Lawrence,130,315,0.55
Indiana,Madison,269,211,0.03
Indiana,Marion,"11,459","1,251",5.21
Indiana,Marshall,,,0
Indiana,Martin,,,0
Indiana,Miami,53,147,-0.29
Indiana,Monroe,444,307,0.51
Indiana,Montgomery,320,837,3.15
Indiana,Morgan,,,0
Indiana,Newton,3,22,-0.92
Indiana,Noble,74,158,-0.24
Indiana,Ohio,,,0
Indiana,Orange,,,0
Indiana,Owen,,,0
Indiana,Parke,11,64,-0.71
Indiana,Perry,,,0
Indiana,Pike,6,58,-0.73
Indiana,Porter,155,97,-0.54
Indiana,Posey,68,305,0.5
Indiana,Pulaski,,,0
Indiana,Putnam,,,0
Indiana,Randolph,,,0
Indiana,Ripley,7,30,-0.88
Indiana,Rush,,,0
Indiana,Scott,38,194,-0.06
Indiana,Shelby,239,535,1.65
Indiana,Spencer,,,0
Indiana,St. Joseph,"1,136",426,1.1
Indiana,Starke,19,97,-0.54
Indiana,Steuben,21,70,-0.68
Indiana,Sullivan,22,128,-0.39
Indiana,Switzerland,,,0
Indiana,Tippecanoe,445,243,0.19
Indiana,Tipton,20,132,-0.36
Indiana,Union,,,0
Indiana,Vanderburgh,744,409,1.01
Indiana,Vermillion,,,0
Indiana,Vigo,247,233,0.14
Indiana,Wabash,11,51,-0.77
Indiana,Warren,,,0
Indiana,Warrick,138,223,0.09
Indiana,Washington,,,0
